Ciudad,año,mes,dia,Semana,DiaInic,Diafin,FRUTAS,TUBERCULOS RAICES Y PLATANOS,VERDURAS Y HORTALIZAS,OTROS GRUPOS
Manizales Centro Galerías,2018,3,1,9,01/03/2018,07/03/2018,291.043,429.605,189.169,138.176
Manizales Centro Galerías,2018,3,8,10,08/03/2018,14/03/2018,304.307,420.909,184.683,93.684
Manizales Centro Galerías,2018,3,15,11,15/03/2018,21/03/2018,252.468,278.465,131.636,83.392
Manizales Centro Galerías,2018,3,22,12,22/03/2018,28/03/2018,285.9,510.7,166.426,121.93
Manizales Centro Galerías,2018,3,29,13,29/03/2018,04/04/2018,163.594,183.775,83.313,52.96
Manizales Centro Galerías,2018,4,5,14,05/04/2018,11/04/2018,298.624,457.715,162.455,190.794
Manizales Centro Galerías,2018,4,12,15,12/04/2018,18/04/2018,297.174,429.59,214.88,125.825
Manizales Centro Galerías,2018,4,19,16,19/04/2018,25/04/2018,337.689,382.585,208.619,203
Manizales Centro Galerías,2018,4,26,17,26/04/2018,02/05/2018,339.292,418.4,240.531,108.611
Manizales Centro Galerías,2018,5,3,18,03/05/2018,09/05/2018,342.847,517.8,221.622,123.684
Manizales Centro Galerías,2018,5,10,19,10/05/2018,16/05/2018,227.57,249.19,146.522,105.95
Manizales Centro Galerías,2018,5,17,20,17/05/2018,23/05/2018,365.195,474.5,221.296,139.827
Manizales Centro Galerías,2018,5,24,21,24/05/2018,30/05/2018,330.251,425.105,240.415,153.831
Manizales Centro Galerías,2018,5,31,22,31/05/2018,06/06/2018,267.891,324.27,169.676,113.052
Manizales Centro Galerías,2018,6,7,23,07/06/2018,13/06/2018,244.597,306.385,160.586,143.443
Manizales Centro Galerías,2018,6,14,24,14/06/2018,20/06/2018,365.084,509.69,232.2,132.83
Manizales Centro Galerías,2018,6,21,25,21/06/2018,27/06/2018,333.468,470.565,259.584,166.503
Manizales Centro Galerías,2018,6,28,26,28/06/2018,04/07/2018,230.512,173.95,178.801,138.698
Manizales Centro Galerías,2018,7,5,27,05/07/2018,11/07/2018,325.399,419.76,243.39,157.142
Manizales Centro Galerías,2018,7,12,28,12/07/2018,18/07/2018,332.227,407.76,216.757,116.319
Manizales Centro Galerías,2018,7,19,29,19/07/2018,25/07/2018,277.289,453.18,205.881,129.383
Manizales Centro Galerías,2018,7,26,30,26/07/2018,01/08/2018,313.214,379.475,205.199,157.018
Manizales Centro Galerías,2018,8,2,31,02/08/2018,08/08/2018,298.229,370.865,274.294,124.753
Manizales Centro Galerías,2018,8,9,32,09/08/2018,15/08/2018,305.446,505.07,249.345,140.822
Manizales Centro Galerías,2018,8,16,33,16/08/2018,22/08/2018,227.578,297.64,194.412,146.895
Manizales Centro Galerías,2018,8,23,34,23/08/2018,29/08/2018,358.66,486.773,239.888,146.318
Manizales Centro Galerías,2018,8,30,35,30/08/2018,05/09/2018,317.847,547.74,287.374,162.585
Manizales Centro Galerías,2018,9,6,36,06/09/2018,12/09/2018,357.514,494.785,287.031,182.624
Manizales Centro Galerías,2018,9,13,37,13/09/2018,19/09/2018,309.018,479.065,264.79,181.723
Manizales Centro Galerías,2018,9,20,38,20/09/2018,26/09/2018,364.492,405.665,303.156,170.503
Manizales Centro Galerías,2018,9,27,39,27/09/2018,03/10/2018,381.088,454.655,265.602,175.855
Manizales Centro Galerías,2018,10,4,40,04/10/2018,10/10/2018,346.357,429.095,303.326,192.198
Manizales Centro Galerías,2018,10,11,41,11/10/2018,17/10/2018,267.15,319.48,204.848,141.371
Manizales Centro Galerías,2018,10,18,42,18/10/2018,24/10/2018,393.525,431.75,308.265,144.922
Manizales Centro Galerías,2018,10,25,43,25/10/2018,31/10/2018,360.916,414.74,285.722,160.724
Manizales Centro Galerías,2018,11,1,44,01/11/2018,07/11/2018,334.718,370.995,219.938,103.927
Manizales Centro Galerías,2018,11,8,45,08/11/2018,14/11/2018,305.682,279.71,191.475,141.506
Manizales Centro Galerías,2018,11,15,46,15/11/2018,21/11/2018,434.397,433.97,263.658,187.275
Manizales Centro Galerías,2018,11,22,47,22/11/2018,28/11/2018,391.285,438.25,248.228,177.476
Manizales Centro Galerías,2018,11,29,48,29/11/2018,05/12/2018,433.795,469.1,267.706,201.565
Manizales Centro Galerías,2018,12,6,49,06/12/2018,12/12/2018,404.914,486.415,305.242,193.859
Manizales Centro Galerías,2018,12,13,50,13/12/2018,19/12/2018,397.19,506.06,283.453,198.804
Manizales Centro Galerías,2018,12,20,51,20/12/2018,26/12/2018,308.335,338.575,214.74,139.636
Manizales Centro Galerías,2018,12,27,52,27/12/2018,02/01/2019,255.785,303.55,189.172,197.597
Manizales Centro Galerías,2019,1,3,1,03/01/2019,09/01/2019,293.741,357.93,167.301,130.115
Manizales Centro Galerías,2019,1,10,2,10/01/2019,16/01/2019,330.508,453.675,269.997,184.993
Manizales Centro Galerías,2019,1,17,3,17/01/2019,23/01/2019,357.762,497.375,248.007,133.451
Manizales Centro Galerías,2019,1,24,4,24/01/2019,30/01/2019,361.541,421.69,241.259,197.18
Manizales Centro Galerías,2019,1,31,5,31/01/2019,06/02/2019,350.686,410.98,270.173,153.962
Manizales Centro Galerías,2019,2,7,6,07/02/2019,13/02/2019,347.51,512.8,255.976,175.244
Manizales Centro Galerías,2019,2,14,7,14/02/2019,20/02/2019,295.272,458.435,289.93,237.797
Manizales Centro Galerías,2019,2,21,8,21/02/2019,27/02/2019,297.434,512.695,316.658,198.245
Manizales Centro Galerías,2019,2,28,9,28/02/2019,06/03/2019,367.062,486.325,378.915,237.002
Manizales Centro Galerías,2019,3,7,10,07/03/2019,13/03/2019,415.05,475,314.005,150.824
Manizales Centro Galerías,2019,3,14,11,14/03/2019,20/03/2019,313.373,374.625,330.587,176.194
Manizales Centro Galerías,2019,3,21,12,21/03/2019,27/03/2019,278.966,353.255,239.657,150.415
Manizales Centro Galerías,2019,3,28,13,28/03/2019,03/04/2019,410.182,466.995,330.012,203.791
Manizales Centro Galerías,2019,4,4,14,04/04/2019,10/04/2019,347.324,477.36,308.038,180.136
Manizales Centro Galerías,2019,4,11,15,11/04/2019,17/04/2019,444.572,656.27,325.828,176.437
Manizales Centro Galerías,2019,4,18,16,18/04/2019,24/04/2019,288.121,285.355,234.11,122.302
Manizales Centro Galerías,2019,4,25,17,25/04/2019,01/05/2019,436.022,475.225,348.893,150.889
Manizales Centro Galerías,2019,5,2,18,02/05/2019,08/05/2019,396.307,499.27,371.2,197.024
Manizales Centro Galerías,2019,5,9,19,09/05/2019,15/05/2019,404.475,471.925,321.344,199.118
Manizales Centro Galerías,2019,5,16,20,16/05/2019,22/05/2019,384.442,504.395,303.505,166.682
Manizales Centro Galerías,2019,5,23,21,23/05/2019,29/05/2019,397.381,474.645,291.538,159.07
Manizales Centro Galerías,2019,5,30,22,30/05/2019,05/06/2019,326.911,294.62,207.8,152.334
Manizales Centro Galerías,2019,6,6,23,06/06/2019,12/06/2019,395.604,506.25,337.705,178.333
Manizales Centro Galerías,2019,6,13,24,13/06/2019,19/06/2019,384.105,468.84,323.172,237.267
Manizales Centro Galerías,2019,6,20,25,20/06/2019,26/06/2019,330.594,291.87,268.085,139.11
Manizales Centro Galerías,2019,6,27,26,27/06/2019,03/07/2019,286.193,386.5,252.086,174.295
Manizales Centro Galerías,2019,7,4,27,04/07/2019,10/07/2019,441.833,440.77,351.965,179.374
Manizales Centro Galerías,2019,7,11,28,11/07/2019,17/07/2019,379.304,499.225,324.505,160.984
Manizales Centro Galerías,2019,7,18,29,18/07/2019,24/07/2019,325.864,465.665,320.557,183.392
Manizales Centro Galerías,2019,7,25,30,25/07/2019,31/07/2019,398.087,481.875,324.3,223.5866
Manizales Centro Galerías,2019,8,1,31,01/08/2019,07/08/2019,301.181,489.095,301.804,174.2906
Manizales Centro Galerías,2019,8,8,32,08/08/2019,14/08/2019,357.78,402.64,278.811,224.414
Manizales Centro Galerías,2019,8,15,33,15/08/2019,21/08/2019,301.909,270.445,154.475,208.8959
Manizales Centro Galerías,2019,8,22,34,22/08/2019,28/08/2019,323.8725,517.97,284.473,184.1116
Manizales Centro Galerías,2019,8,29,35,29/08/2019,04/09/2019,386.068,450.64,299.829,169.2838
Manizales Centro Galerías,2019,9,5,36,05/09/2019,11/09/2019,355.3855,414.5,326.941,258.6022
Manizales Centro Galerías,2019,9,12,37,12/09/2019,18/09/2019,385.718,414.15,290.629,213.4056
Manizales Centro Galerías,2019,9,19,38,19/09/2019,25/09/2019,397.352,384.78,338.098,244.2459
Manizales Centro Galerías,2019,9,26,39,26/09/2019,02/10/2019,387.557,366.57,317.878,211.4902
Manizales Centro Galerías,2019,10,3,40,03/10/2019,09/10/2019,375.04,421.13,304.728,223.3124
Manizales Centro Galerías,2019,10,10,41,10/10/2019,16/10/2019,295.372,300.585,212.33,170.4246
Manizales Centro Galerías,2019,10,17,42,17/10/2019,23/10/2019,397.583,367.965,338.406,209.515
Manizales Centro Galerías,2019,10,24,43,24/10/2019,30/10/2019,393.967,361.135,321.204,217.026
Manizales Centro Galerías,2019,10,31,44,31/10/2019,06/11/2019,345.416,318.29,253.134,161.4816
Manizales Centro Galerías,2019,11,7,45,07/11/2019,13/11/2019,319.245,352.05,218.468,180.897
Manizales Centro Galerías,2019,11,14,46,14/11/2019,20/11/2019,406.605,398.3,346.333,244.0376
Manizales Centro Galerías,2019,11,21,47,21/11/2019,27/11/2019,387.317,337.185,287.397,252.0746
Manizales Centro Galerías,2019,11,28,48,28/11/2019,04/12/2019,427.624,475.135,331.994,263.1252
Manizales Centro Galerías,2019,12,5,49,05/12/2019,11/12/2019,478.029,474.255,341.228,260.3236
Manizales Centro Galerías,2019,12,12,50,12/12/2019,18/12/2019,404.575,445.925,308.175,258.2446
Manizales Centro Galerías,2019,12,19,51,19/12/2019,25/12/2019,384.108,511.89,275.752,244.763
Manizales Centro Galerías,2019,12,26,52,26/12/2019,01/01/2020,307.513,386.6,289.91,215.406
Manizales Centro Galerías,2020,1,2,1,02/01/2020,08/01/2020,327.818,268.095,184.785,230.796
Manizales Centro Galerías,2020,1,9,2,09/01/2020,15/01/2020,451.552,512.18,277.42,250.9124
Manizales Centro Galerías,2020,1,16,3,16/01/2020,22/01/2020,471.364,489.715,250.495,225.6764
Manizales Centro Galerías,2020,1,23,4,23/01/2020,29/01/2020,446.321,419.46,303.172,217.5136
Manizales Centro Galerías,2020,1,30,5,30/01/2020,05/02/2020,450.154,497.76,354.24,244.5372
Manizales Centro Galerías,2020,2,6,6,06/02/2020,12/02/2020,447.3,498.48,313.168,276.9992
Manizales Centro Galerías,2020,2,13,7,13/02/2020,19/02/2020,488.03,479.395,302.403,315.1744
Manizales Centro Galerías,2020,2,20,8,20/02/2020,26/02/2020,449.415,448.79,237.687,176.11
Manizales Centro Galerías,2020,2,27,9,27/02/2020,04/03/2020,370.993,477.95,339.155,201.8972
Manizales Centro Galerías,2020,3,5,10,05/03/2020,11/03/2020,441.971,594.11,304.959,240.7414
Manizales Centro Galerías,2020,3,12,11,12/03/2020,18/03/2020,428.701,502.63,362.976,251.4246
Manizales Centro Galerías,2020,3,19,12,19/03/2020,25/03/2020,420.849,767.795,341.934,338.5128
Manizales Centro Galerías,2020,3,26,13,26/03/2020,01/04/2020,426.179,537.84,360.058,253.439
Manizales Centro Galerías,2020,4,2,14,02/04/2020,08/04/2020,456.29,628.79,410.299,302.83
Manizales Centro Galerías,2020,4,9,15,09/04/2020,15/04/2020,303.555,369.815,211.313,136.585
Manizales Centro Galerías,2020,4,16,16,16/04/2020,22/04/2020,477.561,576.515,410.63,267.487
Manizales Centro Galerías,2020,4,23,17,23/04/2020,29/04/2020,456.801,573.64,356.801,222.6112
Manizales Centro Galerías,2020,4,30,18,30/04/2020,06/05/2020,485.725,524.915,417.595,277.037
Manizales Centro Galerías,2020,5,7,19,07/05/2020,13/05/2020,512.355,612.275,363.004,231.5688
Manizales Centro Galerías,2020,5,14,20,14/05/2020,20/05/2020,499.31,486.135,401.105,197.0872
Manizales Centro Galerías,2020,5,21,21,21/05/2020,27/05/2020,447.445,324.625,327.96,213.4962
Manizales Centro Galerías,2020,5,28,22,28/05/2020,03/06/2020,515.176,477.005,442.287,225.7146
Manizales Centro Galerías,2020,6,4,23,04/06/2020,10/06/2020,448.51,631.485,415.462,213.966
Manizales Centro Galerías,2020,6,11,24,11/06/2020,17/06/2020,417.535,353.36,356.215,201.377
Manizales Centro Galerías,2020,6,18,25,18/06/2020,24/06/2020,332.73,297.67,308.19,191.041
Manizales Centro Galerías,2020,6,25,26,25/06/2020,01/07/2020,339.715,411.565,401.686,198.5076
Manizales Centro Galerías,2020,7,2,27,02/07/2020,08/07/2020,456.017,560.84,434.34,219.6796
Manizales Centro Galerías,2020,7,9,28,09/07/2020,15/07/2020,435.535,515.54,357.24,207.838
Manizales Centro Galerías,2020,7,16,29,16/07/2020,22/07/2020,334.335,389.095,352.94,207.5705
Manizales Centro Galerías,2020,7,23,30,23/07/2020,29/07/2020,469.54,591.58,460.765,243.335
Manizales Centro Galerías,2020,7,30,31,30/07/2020,05/08/2020,446.665,566.57,436.345,259.561
Manizales Centro Galerías,2020,8,6,32,06/08/2020,12/08/2020,465.025,419.205,407.87,190.143
Manizales Centro Galerías,2020,8,13,33,13/08/2020,19/08/2020,357.87,405.985,300.52,149.811
Manizales Centro Galerías,2020,8,20,34,20/08/2020,26/08/2020,435.79,492.6,390.565,203.317
Manizales Centro Galerías,2020,8,27,35,27/08/2020,02/09/2020,411.558,591.34,370.602,250.49
Manizales Centro Galerías,2020,9,3,36,03/09/2020,09/09/2020,400.829,509.37,307.662,241.1232
Manizales Centro Galerías,2020,9,10,37,10/09/2020,16/09/2020,352.01,535.375,305.895,304.3992
Manizales Centro Galerías,2020,9,17,38,17/09/2020,23/09/2020,346.483,406.025,289.103,293.064
Manizales Centro Galerías,2020,9,24,39,24/09/2020,30/09/2020,340.397,448.75,310.685,224.997
Manizales Centro Galerías,2020,10,1,40,01/10/2020,07/10/2020,362.964,469.005,341.079,247.859
Manizales Centro Galerías,2020,10,8,41,08/10/2020,14/10/2020,325.395,373.31,273.195,196.447
Manizales Centro Galerías,2020,10,15,42,15/10/2020,21/10/2020,387.897,418.67,354.349,240.1574
Manizales Centro Galerías,2020,10,22,43,22/10/2020,28/10/2020,428.71,545.82,349.834,269.3794
Manizales Centro Galerías,2020,10,29,44,29/10/2020,04/11/2020,270.215,310,271.038,244.778
Manizales Centro Galerías,2020,11,5,45,05/11/2020,11/11/2020,391.203,485.195,286.665,253.1678
Manizales Centro Galerías,2020,11,12,46,12/11/2020,18/11/2020,268.448,369.12,233.255,217.4566
Manizales Centro Galerías,2020,11,19,47,19/11/2020,25/11/2020,338.264,459.52,294.832,253.1092
Manizales Centro Galerías,2020,11,26,48,26/11/2020,02/12/2020,358.915,430.87,324.973,283.47426
Manizales Centro Galerías,2020,12,3,49,03/12/2020,09/12/2020,342.404,529.41,304.31,182.8872
Manizales Centro Galerías,2020,12,10,50,10/12/2020,16/12/2020,369.994,472.22,324.298,270.4646
Manizales Centro Galerías,2020,12,17,51,17/12/2020,23/12/2020,379.955,493.27,310.338,255.7426
Manizales Centro Galerías,2020,12,24,52,24/12/2020,30/12/2020,326.085,392.59,220.018,203.941
Manizales Centro Galerías,2020,12,31,53,31/12/2020,06/01/2021,326.79,277.225,255.83,186.72
Manizales Centro Galerías,2021,1,7,2,07/01/2021,13/01/2021,337.37,403.405,268.95,204.7288
Manizales Centro Galerías,2021,1,14,3,14/01/2021,20/01/2021,367.155,447.985,329.03,284.641
Manizales Centro Galerías,2021,1,21,4,21/01/2021,27/01/2021,422.879,468.27,357.17,328.264
Manizales Centro Galerías,2021,1,28,5,28/01/2021,03/02/2021,461.545,495.965,403.68,371.9364
Manizales Centro Galerías,2021,2,4,6,04/02/2021,10/02/2021,436.265,465.61,372.085,303.6552
Manizales Centro Galerías,2021,2,11,7,11/02/2021,17/02/2021,383.095,448.375,371.845,254.4815
Manizales Centro Galerías,2021,2,18,8,18/02/2021,24/02/2021,418.505,448.965,341.575,242.5212
Manizales Centro Galerías,2021,2,25,9,25/02/2021,03/03/2021,404.36,491.265,370.86,249.946
Manizales Centro Galerías,2021,3,4,10,04/03/2021,10/03/2021,343.1,482.14,383.528,238.168
Manizales Centro Galerías,2021,3,11,11,11/03/2021,17/03/2021,367.51,432.835,356.325,224.41
Manizales Centro Galerías,2021,3,18,12,18/03/2021,24/03/2021,303.305,309.565,249.995,210.7772
Manizales Centro Galerías,2021,3,25,13,25/03/2021,31/03/2021,396.615,531.625,368.5,350.379
Manizales Centro Galerías,2021,4,1,14,01/04/2021,07/04/2021,309.669,315.1,289.65,156.826
Manizales Centro Galerías,2021,4,8,15,08/04/2021,14/04/2021,410.95,468.625,377.62,366.427
Manizales Centro Galerías,2021,4,15,16,15/04/2021,21/04/2021,425.845,469.64,393.63,336.698
Manizales Centro Galerías,2021,4,22,17,22/04/2021,28/04/2021,453.737,447.115,383.742,321.896
Manizales Centro Galerías,2021,4,29,18,29/04/2021,05/05/2021,239.73,176.825,118.525,230.883
Manizales Centro Galerías,2021,5,6,19,06/05/2021,12/05/2021,301.16,296.01,377.34,200.863
Manizales Centro Galerías,2021,5,13,20,13/05/2021,19/05/2021,309.41,273.18,205.955,180.747
Manizales Centro Galerías,2021,5,20,21,20/05/2021,26/05/2021,435.644,496.39,309.245,275.048
Manizales Centro Galerías,2021,5,27,22,27/05/2021,02/06/2021,442.49,492.615,404.69,313.05
Manizales Centro Galerías,2021,6,3,23,03/06/2021,09/06/2021,431.3,375.04,293.945,259.007
Manizales Centro Galerías,2021,6,10,24,10/06/2021,16/06/2021,373.16,377.63,354.955,253.8482
Manizales Centro Galerías,2021,6,17,25,17/06/2021,23/06/2021,418.05,422.236,395.922,344.253
Manizales Centro Galerías,2021,6,24,26,24/06/2021,30/06/2021,439.901,543.815,401.22,317.63404
Manizales Centro Galerías,2021,7,1,27,01/07/2021,07/07/2021,317.37,327.41,277.11,319.5178
Manizales Centro Galerías,2021,7,8,28,08/07/2021,14/07/2021,371.81,402.275,353.85,408.4132
Manizales Centro Galerías,2021,7,15,29,15/07/2021,21/07/2021,334.455,394.81,326.53,258.566
Manizales Centro Galerías,2021,7,22,30,22/07/2021,28/07/2021,351.958,386.245,362.48,377.518
Manizales Centro Galerías,2021,7,29,31,29/07/2021,04/08/2021,357.87,433.4,339.31,355.6378
Manizales Centro Galerías,2021,8,5,32,05/08/2021,11/08/2021,381.22,388.61,358.195,341.862
Manizales Centro Galerías,2021,8,12,33,12/08/2021,18/08/2021,278.294,307.195,276.135,218.448
Manizales Centro Galerías,2021,8,19,34,19/08/2021,25/08/2021,339.91,469.325,367.19,261.233
Manizales Centro Galerías,2021,8,26,35,26/08/2021,01/09/2021,348.065,395.695,329.935,224.80366
Manizales Centro Galerías,2021,9,2,36,02/09/2021,08/09/2021,394.42,398.78,375.485,314.7536
Manizales Centro Galerías,2021,9,9,37,09/09/2021,15/09/2021,342.225,400.465,357.346,286.2024
Manizales Centro Galerías,2021,9,16,38,16/09/2021,22/09/2021,347.27,407.675,385.43,272.904
Manizales Centro Galerías,2021,9,23,39,23/09/2021,29/09/2021,360.19,388.59,352.195,310.148
Manizales Centro Galerías,2021,9,30,40,30/09/2021,06/10/2021,303.64,399.525,371.155,217.6714
Manizales Centro Galerías,2021,10,7,41,07/10/2021,13/10/2021,339.24,416.6,404.425,324.2
Manizales Centro Galerías,2021,10,14,42,14/10/2021,20/10/2021,263.69,269.85,258.345,244.42
Manizales Centro Galerías,2021,10,21,43,21/10/2021,27/10/2021,370.24,394.8,397.885,246.73024
Manizales Centro Galerías,2021,10,28,44,28/10/2021,03/11/2021,303.98,235.45,243.09,164.4892
Manizales Centro Galerías,2021,11,4,45,04/11/2021,10/11/2021,430.345,376,358.58,323.7636
Manizales Centro Galerías,2021,11,11,46,11/11/2021,17/11/2021,400.09,329.125,297.515,214.238
Manizales Centro Galerías,2021,11,18,47,18/11/2021,24/11/2021,392.23,426.705,344.075,301.724
Manizales Centro Galerías,2021,11,25,48,25/11/2021,01/12/2021,398.395,418.35,304.685,285.36
Manizales Centro Galerías,2021,12,2,49,02/12/2021,08/12/2021,408.255,455.065,365.671,278.546
Manizales Centro Galerías,2021,12,9,50,09/12/2021,15/12/2021,350.96,350.4,303.965,267.62
Manizales Centro Galerías,2021,12,16,51,16/12/2021,22/12/2021,387.02,415.33,342.235,362.3286
Manizales Centro Galerías,2021,12,23,52,23/12/2021,29/12/2021,273.6,272.3,290.72,211.478
Manizales Centro Galerías,2021,12,30,53,30/12/2021,05/01/2022,230.45,255.775,249.66,179.6106
Manizales Centro Galerías,2022,1,6,2,06/01/2022,12/01/2022,258.03,239.015,277.025,175.981
Manizales Centro Galerías,2022,1,13,3,13/01/2022,19/01/2022,359.23,386.93,353.45,269.569
Manizales Centro Galerías,2022,1,20,4,20/01/2022,26/01/2022,398.3,281.05,355.3,277.558
Manizales Centro Galerías,2022,1,27,5,27/01/2022,02/02/2022,343.01,341.77,306.105,339.628
Manizales Centro Galerías,2022,2,3,6,03/02/2022,09/02/2022,351.64,318.965,339.7,253.241
Manizales Centro Galerías,2022,2,10,7,10/02/2022,16/02/2022,348.756,325.65,325.455,295.645
Manizales Centro Galerías,2022,2,17,8,17/02/2022,23/02/2022,378.88,346.345,327.575,327.271
Manizales Centro Galerías,2022,2,24,9,24/02/2022,02/03/2022,303.83,342.09,297.88,266.611
Manizales Centro Galerías,2022,3,3,10,03/03/2022,09/03/2022,319.19,334.7,336.93,239.9768
Manizales Centro Galerías,2022,3,10,11,10/03/2022,16/03/2022,289.9,359.825,324.79,312.275
Manizales Centro Galerías,2022,3,17,12,17/03/2022,23/03/2022,270.772,198.95,203.6,322.306
Manizales Centro Galerías,2022,3,24,13,24/03/2022,30/03/2022,332.35,268.49,316.825,379.944
Manizales Centro Galerías,2022,3,31,14,31/03/2022,06/04/2022,328.73,349.55,264.585,318.256
Manizales Centro Galerías,2022,4,7,15,07/04/2022,13/04/2022,351.15,349.44,345.31,232.7046
Manizales Centro Galerías,2022,4,14,16,14/04/2022,20/04/2022,197.86,201.95,281.74,180.646
Manizales Centro Galerías,2022,4,21,17,21/04/2022,27/04/2022,361.06,295.6,314.04,263.508
Manizales Centro Galerías,2022,4,28,18,28/04/2022,04/05/2022,346.895,363.375,320.87,293.476
Manizales Centro Galerías,2022,5,5,19,05/05/2022,11/05/2022,279.5,399.875,261.61,227.314
Manizales Centro Galerías,2022,5,12,20,12/05/2022,18/05/2022,309.62,395.385,306.425,253.564
Manizales Centro Galerías,2022,5,19,21,19/05/2022,25/05/2022,301.325,367.365,288.48,245.244
Manizales Centro Galerías,2022,5,26,22,26/05/2022,01/06/2022,244.17,192.83,247.8,257.744
Manizales Centro Galerías,2022,6,2,23,02/06/2022,08/06/2022,305.92,375.51,328.84,332.619
Manizales Centro Galerías,2022,6,9,24,09/06/2022,15/06/2022,330,409,238,247
Manizales Centro Galerías,2022,6,16,25,16/06/2022,22/06/2022,256.25,269.36,237.93,192.9548
Manizales Centro Galerías,2022,6,23,26,23/06/2022,29/06/2022,217.82,231.45,229.895,196.8816
Manizales Centro Galerías,2022,6,30,27,30/06/2022,06/07/2022,226.76,294.175,238.86,209.975
Manizales Centro Galerías,2022,7,7,28,07/07/2022,13/07/2022,323.78,283.825,274.585,286.52678
Manizales Centro Galerías,2022,7,14,29,14/07/2022,20/07/2022,327.408,285.95,275.63,226.154
Manizales Centro Galerías,2022,7,21,30,21/07/2022,27/07/2022,261.63,341.525,357.84,268.952
Manizales Centro Galerías,2022,7,28,31,28/07/2022,03/08/2022,250.11,319.65,391.295,299.014
Manizales Centro Galerías,2022,8,4,32,04/08/2022,10/08/2022,285.53,396.74,277.33,246.099
Manizales Centro Galerías,2022,8,11,33,11/08/2022,17/08/2022,231.38,228.85,218.534,315.705
Manizales Centro Galerías,2022,8,18,34,18/08/2022,24/08/2022,331.02,339.875,335.57,264.381
Manizales Centro Galerías,2022,8,25,35,25/08/2022,31/08/2022,318.2,383.34,304.46,262.509
Manizales Centro Galerías,2022,9,1,36,01/09/2022,07/09/2022,299.47,349.85,341.28,248.761
